iter	Logloss
689	0.2424738817
690	0.2423855745
691	0.2423399158
692	0.2422865678
693	0.2421983955
694	0.2421346177
695	0.242046341
696	0.2420027165
697	0.241950551
698	0.2419197912
699	0.2418552781
700	0.2418344135
701	0.2417576787
702	0.2416941635
703	0.241622577
704	0.2415414375
705	0.241484141
706	0.2414221588
707	0.241379079
708	0.2413699197
709	0.2413059499
710	0.2412814394
711	0.2411995719
712	0.2411314946
713	0.2410417643
714	0.2410083458
715	0.240943995
716	0.2408655961
717	0.2407977552
718	0.2407180697
719	0.2406710048
720	0.2405978187
721	0.2405449698
722	0.2404993014
723	0.2404336324
724	0.2404029435
725	0.2403354035
726	0.2402651107
727	0.2402002823
728	0.2401836283
729	0.2401159857
730	0.2400705014
731	0.2400368608
732	0.2399692757
733	0.2398914275
734	0.2398724511
735	0.2397760869
736	0.2396794711
737	0.2396300818
738	0.2395763198
739	0.2395158853
740	0.239430314
741	0.2393315133
742	0.239261613
743	0.239208585
744	0.2391569582
745	0.239124081
746	0.2390757581
747	0.239027156
748	0.2389579089
749	0.2389210007
750	0.2388713822
751	0.2388164307
752	0.2387111717
753	0.2386504448
754	0.2386053626
755	0.2385763988
756	0.2385052885
757	0.2383969553
758	0.2383242135
759	0.2382698339
760	0.2382394718
761	0.2381678909
762	0.2381193558
763	0.2380585276
764	0.2379875289
765	0.2379681352
766	0.2379328849
767	0.2378786322
768	0.2378268141
769	0.2377514155
770	0.2376720583
771	0.2375901451
772	0.2375256282
773	0.2374688487
774	0.2374136205
775	0.2374009526
776	0.2373713848
777	0.237311455
778	0.2372312691
779	0.237156061
780	0.2370942846
781	0.2370380544
782	0.2370170976
783	0.2369846245
784	0.2368970545
785	0.2368351923
786	0.2367559659
787	0.2366811002
788	0.2365993564
789	0.2365352316
790	0.2364791671
791	0.2364055858
792	0.236272628
793	0.2362089356
794	0.2361514081
795	0.2360976032
796	0.2359875797
797	0.2359808555
798	0.2359483576
799	0.2358873284
800	0.2357757375
801	0.2357640463
802	0.2357185252
803	0.2356490075
804	0.2356006605
805	0.2355226516
806	0.2354402262
807	0.2353925478
808	0.2353405243
809	0.2352540278
810	0.2351641557
811	0.2351124359
812	0.2350467102
813	0.2349590413
814	0.2348718068
815	0.2348055811
816	0.2347175694
817	0.2346450612
818	0.2345983879
819	0.2345223371
820	0.2344379143
821	0.2343812059
822	0.2343470655
823	0.2342915359
824	0.2342614687
825	0.2341796409
826	0.2340880044
827	0.2340374355
828	0.2339820862
829	0.2339111011
830	0.2338715383
831	0.2337800565
832	0.2337566016
833	0.2336768232
834	0.2336063218
835	0.2335110692
836	0.2334472081
837	0.2333825365
838	0.2333255734
839	0.2332609896
840	0.2332128275
841	0.2331445489
842	0.2330812397
843	0.2330668706
844	0.2329898856
845	0.2329296153
846	0.2328481282
847	0.2328317037
848	0.232773631
849	0.2327168712
850	0.2326651072
851	0.23261116
852	0.2325536182
853	0.2324755351
854	0.2323910866
855	0.2322989641
856	0.2322390838
857	0.2321715649
858	0.2321102122
859	0.2320658697
860	0.2320123519
861	0.2319345183
862	0.2318335706
863	0.2317539533
864	0.2316835902
865	0.23161322
866	0.2315576349
867	0.2315245386
868	0.2313912893
869	0.2313238705
870	0.2312205824
871	0.2311302644
872	0.2310561859
873	0.2310063478
874	0.2309548743
875	0.2308901949
876	0.2307978594
877	0.2306808719
878	0.2305773781
879	0.2305074533
880	0.2304466913
881	0.2303633293
882	0.2302735852
883	0.2302594269
884	0.2302129296
885	0.2301861002
886	0.230116239
887	0.2300484708
888	0.2299669824
889	0.2299044898
890	0.229831274
891	0.2297400538
892	0.2296768219
893	0.229620563
894	0.2295803646
895	0.2294909698
896	0.2293896708
897	0.2293373727
898	0.2292702808
899	0.2292563841
900	0.2291481647
901	0.2291380997
902	0.2290654913
903	0.228985647
904	0.2288901455
905	0.2287859283
906	0.2287192994
907	0.228638651
908	0.2285593886
909	0.2284996363
910	0.228428454
911	0.228330193
912	0.2282949387
913	0.2282227449
914	0.2281637079
915	0.2281313922
916	0.2280985327
917	0.2280714409
918	0.2280072045
919	0.2279283588
920	0.2278263669
921	0.2277621608
922	0.2276905199
923	0.2275821397
924	0.2275666953
925	0.2275526226
926	0.2275038779
927	0.227452547
928	0.2274228497
929	0.2273568663
930	0.2273247976
931	0.227279547
932	0.2271913163
933	0.2271452959
934	0.2270540071
935	0.2269935403
936	0.2269336513
937	0.226846882
938	0.2267954405
939	0.2267908973
940	0.2267327722
941	0.226713914
942	0.2266582234
943	0.2266292379
944	0.2265310185
945	0.2264559478
946	0.226398266
947	0.2263449047
948	0.2262722972
949	0.2262211418
950	0.2261709399
951	0.2261024659
952	0.2260117835
953	0.2259717193
954	0.2258917044
955	0.2258565197
956	0.2258262719
957	0.2257642858
958	0.2257227309
959	0.2256408748
960	0.2256178231
961	0.2255559445
962	0.2255106863
963	0.2254151293
964	0.2253911586
965	0.2253234707
966	0.2252905924
967	0.225225768
968	0.2251255403
969	0.2250366577
970	0.2250075637
971	0.2249492686
972	0.224844767
973	0.2248081853
974	0.2247484817
975	0.2246572677
976	0.2245632579
977	0.2244790538
978	0.224421027
979	0.2243248649
980	0.2242467293
981	0.2241621352
982	0.2240900047
983	0.2240208009
984	0.2239574241
985	0.2238301952
986	0.2237313744
987	0.2237082391
988	0.2236657617
989	0.2235940798
990	0.2235570902
991	0.2235189712
992	0.2234484379
993	0.2233752032
994	0.2233230599
995	0.2232733393
996	0.2231928374
997	0.2231557757
998	0.2231317115
999	0.2230644162
